selected_feature_set,selected_model,validation_roc_auc,validation_f1,test_roc_auc,test_f1,test_accuracy
Set_B_with_BIRADS,LogisticRegression,0.974456289978678,0.9116022099447514,0.9814485490259478,0.9395604395604396,0.9305993690851735
